256,426
354,207
529,1452
467,1486
162,1453
421,2886
354,2914
788,2854
429,2268
304,2116
802,1813
642,1842
74,2279
24,2335
313,3894
597,3624
1508,2572
1365,2473
1224,1875
2247,1816
1726,2366
2039,2891
2104,2496
1925,2247
2314,3101
1719,3271
1872,4091
1796,4089
1875,4760
2274,5112
2778,257
2975,336
2912,1100
2946,1431
2829,2129
2416,2224
2335,2535
3129,4219
2791,3832
3044,4804
4470,1181
3998,4001
4190,3655
4360,4586
4499,4530
4374,5538
5213,2938
5053,3942
4901,3353
5258,3131
5175,3904
4883,4247
4852,3670
5123,5567
4766,5303
4673,5023
5542,754
668,1374
747,1476
299,2397
1261,976
1534,4992
1728,3613
1576,3027
3006,1573
2837,1724
3267,2120
4050,2628
5106,3323
5376,3687
5505,2468
3510,2999
4335,234
2492,484
5414,2874
4983,3801
4503,4892
1350,2799
522,775
2828,36
2140,164
1788,1495
489,4201
163,964
4325,378
3215,4036
1537,157
5028,3450
563,2818
1793,2611
803,76
831,3945
1690,973
410,3700
217,5229
2316,2280
