510,624
615,680
289,1011
589,1320
355,2838
269,2409
767,1910
887,1899
941,3335
1176,4166
884,4200
2339,1276
2057,4787
2696,701
2747,3831
3763,852
3407,890
3248,319
3613,2134
3595,2203
3572,2459
3728,2047
3677,3515
3393,4341
3193,4761
3239,4675
4231,1800
4099,4040
4792,746
4985,233
5146,424
5310,182
4842,1890
5219,2912
5401,3594
5418,5153
369,1165
386,1740
694,4165
839,1363
1573,902
972,3535
1052,3879
1084,4349
1124,4447
2066,557
1990,3898
2527,1558
2356,1410
3094,838
2397,2217
2833,5474
3351,2692
3359,3198
3464,2916
3483,2773
3374,2513
3263,4414
3839,4586
4142,67
4237,379
4156,1406
4850,346
4773,350
5376,1090
5040,825
4865,1124
4824,506
3985,2784
3693,4114
1076,3781
200,4865
4307,1910
2875,542
2076,2872
496,5280
3545,4503
840,1550
3233,3909
713,721
2333,141
