521,882
260,2083
578,3212
345,3553
474,3719
139,3776
688,4505
1427,1890
1569,2827
1595,3998
1913,379
1891,205
2097,1392
2042,1289
1676,3923
1785,3176
2714,3486
3477,1856
3995,907
4510,509
4273,568
4179,5014
4378,4739
4243,4582
4623,4447
3868,5609
5120,445
4846,386
4699,1865
5228,2537
5189,2710
5190,1486
4796,4002
5054,4972
5535,190
5348,270
419,907
555,3966
1283,549
1416,3706
1008,4017
1093,4968
1770,946
2121,2338
2107,3635
1763,5454
3513,4081
3135,4631
3182,5272
4011,1860
3914,2299
5194,218
4622,1469
4701,2736
5350,2972
4744,3472
5260,4725
4389,1041
2613,2945
3206,75
4421,5352
2133,1663
2008,75
3711,4762
1776,5247
3628,1854
2022,4120
1785,3629
2285,4846
5020,1859
3854,986
3181,1853
2451,4966
4804,1886
5312,51
2894,229
102,4972
3242,4075
1393,4241
4120,4166
899,4754
3567,4735
3882,5246
1642,2707
620,4974
