327,525
470,1136
376,935
725,656
871,1423
1076,740
1564,1467
1759,792
1897,1691
1752,1734
1635,1414
1550,887
617,635
734,718
817,1594
36,1719
152,1601
929,166
1729,1275
270,1094
527,1377
1992,383
1934,349
31,1127
505,1594
618,975
1516,783
775,1855
1076,1690
1714,1028
1017,1523
1237,1615
58,236
395,1217
1732,189
365,884
704,454
1061,225
1003,1345
33,425
1436,1980
761,724
469,852
370,1024
813,51
57,1373
810,652
1855,814
38,613
970,1974
611,395
1449,1270
701,349
528,1330
55,742
1811,88
1078,578
135,1030
