73,287
727,188
593,76
1112,830
1206,916
1325,1396
696,808
1133,107
1658,69
1398,118
923,54
792,425
1946,967
1955,1136
1762,1014
262,1961
1528,789
1359,949
1373,1588
1324,800
117,1028
329,1022
482,1791
336,1344
1211,785
1325,1179
1398,551
1104,1027
1907,519
646,1220
594,114
1123,568
1102,342
44,1218
53,1266
321,1235
1867,612
1431,1096
640,735
1136,247
946,1345
182,535
991,1838
1961,503
894,561
1565,775
20,72
831,675
788,898
382,1134
758,29
43,1075
892,898
213,726
331,231
1979,690
435,735
66,952
45,1377
1339,1945
328,1519
788,335
1249,418
1895,494
336,420
534,1196
830,703
1244,609
1579,1491
213,92
1042,1786
955,734
791,79
1016,1611
793,1310
122,1201
883,1944
740,645
