60,529
1015,79
805,126
841,254
934,754
380,903
422,424
576,1612
613,1566
742,1856
914,1909
998,1648
385,1450
225,1740
1512,69
1515,151
1639,1041
1244,717
1801,816
1838,1220
1225,1532
1109,1584
1974,1498
1117,1798
1836,1432
1665,1947
1073,604
1631,1692
1369,275
307,26
69,955
1499,186
1608,1141
106,1460
87,1651
1668,856
1377,1097
119,257
173,193
29,1209
820,1877
1015,1985
1951,1166
217,1983
1213,150
209,1128
382,599
58,635
1258,42
458,477
144,490
669,474
1505,1779
916,1467
857,1557
457,244
906,522
569,172
794,612
517,1194
49,1801
1836,854
