751,473
543,788
1914,529
1456,567
1337,1140
1906,1303
1944,1206
317,1214
955,1344
1934,153
204,1374
1204,1620
808,1753
184,141
430,1156
1942,1499
1676,891
1448,104
770,1212
901,1553
1640,1843
1697,622
696,121
270,583
574,1951
1333,756
1237,1317
1273,1358
384,1823
884,1399
686,310
228,1230
1225,165
1017,1170
144,540
1638,1066
913,688
1807,955
1608,238
181,563
760,377
20,1894
317,1103
1146,770
1926,769
938,1082
82,349
519,994
988,1621
1526,1871
532,72
1068,1223
1262,306
55,1688
562,1460
1176,1841
335,426
1417,690
534,1135
1101,303
1825,1705
