410,77
221,303
644,566
590,1072
632,1359
565,1832
1221,334
1427,373
1504,171
1199,1295
1196,1223
833,416
1139,206
915,1802
1498,1347
27,1307
1976,696
1445,449
1594,888
1503,1965
1377,142
158,1698
56,178
1530,1569
37,1116
1022,944
1800,20
1601,1328
1529,1035
1077,1553
1984,569
1746,1342
35,37
604,39
760,1077
519,1534
1728,989
1984,823
1588,1831
1911,887
1558,307
714,741
1224,1666
717,1970
1684,271
158,84
492,612
1816,1276
1794,530
671,35
1690,729
727,1527
988,1193
1910,1905
1104,1271
1430,784
151,953
1111,538
1222,1956
