589,1236
133,1736
1929,494
372,1764
1111,1033
1002,486
1195,44
1963,1601
1324,42
1640,784
1027,1141
331,84
1540,651
1014,751
1649,211
1577,66
253,1188
1720,170
1709,851
994,86
324,1710
714,399
87,297
1638,307
381,1963
1548,1009
1119,501
1839,65
1159,1577
1658,471
92,1374
1898,836
1331,763
622,47
1412,689
1470,332
494,1354
1218,1437
1266,453
1558,540
1209,1951
1457,188
817,315
1774,85
1870,331
1948,581
749,1584
1870,416
616,874
602,1834
1332,259
796,706
399,1177
1530,141
288,1961
1679,1918
865,793
282,801
1615,1661
194,1585
910,1690
1851,1635
1744,262
1502,1911
