416,315
42,687
695,707
568,681
1195,1457
1327,972
1532,530
1955,1242
1634,1303
1914,1095
1033,1371
553,1231
1232,1270
1652,1190
1231,1890
438,1903
503,244
1220,244
1273,25
1056,184
414,615
492,1764
1238,642
822,353
731,440
254,481
1646,1863
1881,1381
162,1481
1903,915
1737,1798
1637,20
1382,1957
770,384
146,1369
1180,94
363,787
1393,1437
1904,524
284,946
1993,576
1130,1137
335,1245
772,1417
129,1848
690,40
1432,607
144,1127
1230,1307
577,1383
1082,1733
1500,1412
1918,181
113,1384
15,605
1415,1932
1002,1879
1749,372
1839,1508
