703,55
654,144
810,1125
554,884
301,1383
45,1393
658,1460
1026,245
1524,540
1069,834
953,559
1244,1421
1361,420
1295,471
873,1043
1675,206
1789,613
1749,901
1632,823
1965,544
83,57
332,56
237,168
1067,89
1354,59
977,629
447,126
771,1497
1869,737
390,478
1434,515
1852,1041
631,692
528,107
1938,1253
945,975
615,383
802,1215
1877,87
1405,296
590,253
561,1947
647,1620
719,1043
1878,1814
1376,1091
850,21
1943,269
861,675
1587,567
542,1101
1558,684
1561,403
482,703
724,400
423,1229
95,596
1067,56
956,1164
426,1087
270,835
1172,24
1678,427
1470,296
1166,138
679,1137
1567,1293
1692,740
825,267
866,1957
157,656
435,1146
360,747
970,1534
1973,225
1448,843
136,895
894,1120
39,630
