416,466
537,414
572,166
162,247
271,900
695,1076
737,1277
370,1994
236,2946
1302,360
1278,104
1007,1385
1118,1668
1125,3186
2128,441
1941,568
2104,916
2048,2135
1946,3839
1963,3943
1869,5519
2822,681
2661,1334
2606,1528
2624,1120
2862,3773
2821,5233
3646,677
3558,911
3330,940
3140,217
3791,2065
3472,2130
3440,2368
3588,1810
3150,5483
3385,4854
3982,264
4300,1833
4458,5456
4993,1421
4670,1370
5429,2715
5046,1975
5565,216
5360,1560
5398,1869
5629,5149
5420,5220
419,600
1091,862
1035,3398
4161,627
4525,1872
5265,4107
822,568
787,206
523,362
1376,3246
291,115
5197,1489
1271,1517
3037,332
669,2760
122,2621
739,286
3968,2263
