69,1312
195,1754
233,1598
112,4150
108,3401
874,3039
999,2954
847,4065
1043,3188
1400,472
1119,283
1432,4379
1070,4284
1580,5376
2164,1141
1969,559
1919,2335
2174,2553
1844,3070
1766,4395
2221,4920
2690,791
2471,232
2730,2141
2664,3834
2808,5438
2711,5053
2559,5473
2790,5225
2490,4949
3451,152
3146,1110
3902,1369
3785,2279
3304,1856
3353,1625
3617,1638
3771,3114
3552,3434
3213,3599
3685,4117
3773,5365
4511,374
4184,491
3962,1114
4486,1623
4688,2186
4755,1461
4759,1390
4293,3635
4616,3284
4641,4512
4505,5502
4801,224
5175,1831
4769,3210
5253,4227
4775,4224
5385,4837
5383,4755
5012,4634
4808,4791
5594,3454
1433,438
1819,3322
5278,621
2855,903
5022,1564
5551,5403
