817,853
604,1218
537,1184
324,1011
267,968
133,1191
455,565
435,630
566,628
286,383
53,702
291,1249
388,45
202,141
205,2355
600,2303
764,2293
601,2472
249,3771
415,4722
380,4900
267,5204
259,5402
1459,708
1388,898
1460,627
1427,291
1248,350
1070,339
1143,545
1218,1437
1064,1339
1484,2259
1176,2465
1084,2716
829,2845
1317,1912
821,3637
1330,3914
1223,5186
1509,5129
1469,5572
922,5194
1993,533
2345,365
2219,497
2126,1020
2373,1265
1670,706
1670,571
2291,416
1698,381
2303,2173
2117,1686
1880,1970
1711,1762
2213,1859
2187,3071
2367,2885
2496,2426
2362,3247
2143,3921
2376,3974
2418,3832
2517,3624
2417,3349
2092,5271
2064,4421
1960,5367
2021,5496
2133,5551
2061,4958
2296,4970
3086,1059
2931,912
3027,427
2736,372
2594,142
2821,881
2722,2332
2437,2401
2563,1963
2519,4207
2854,4176
2727,3031
2641,2933
2509,4794
2746,4868
2800,5391
3373,210
3238,271
3149,241
3253,979
3791,1449
3316,1290
3380,1877
3785,1988
3404,2243
3607,2425
3795,2837
3767,2960
3238,2681
3190,2125
3346,2052
3478,4057
3766,3138
3300,3576
3277,3793
4131,801
4020,641
3899,344
3865,122
3983,472
4143,2574
4428,2565
3931,1913
4511,1934
4131,2841
4627,4329
4334,4777
5025,1381
5430,1341
5121,230
5141,130
4865,461
4796,724
4638,2480
5133,2840
5423,2964
5003,1854
5139,1769
5180,1947
5198,3326
5174,3397
4717,3954
5171,5434
4995,5126
5298,5602
5500,2119
5195,3484
5362,5199
5490,5155
424,691
267,711
767,3808
1033,3297
1055,3974
1204,4295
1896,2524
2399,4176
2360,4203
2706,78
2558,217
2478,363
2703,3583
2581,5034
3576,2682
3632,3486
4663,3583
5346,613
5017,738
4700,2781
5011,3829
5528,1377
22,1948
2780,264
4734,4075
1292,1590
3716,4793
3415,322
1135,1260
5557,5035
3256,5510
4909,2166
5556,122
5415,1382
2070,4508
230,1907
5005,2952
5482,3273
3571,565
5079,3151
4176,4374
2652,4026
1049,3356
2184,991
4786,1195
1612,2670
2131,4675
3551,3240
341,3075
2650,4670
3163,3528
1449,2032
277,4160
3106,734
4799,2566
4165,3503
858,1777
2211,2795
2792,814
5537,488
4627,1800
580,4224
1332,3811
4440,2087
4216,1106
5546,1677
3592,3425
3465,483
3706,4623
3699,4598
325,4615
3314,4156
1183,3957
4683,1741
3579,3553
4319,1964
4094,2512
5039,3954
5406,4787
3085,3262
2446,2263
4455,4979
4982,4628
4159,1692
4226,2296
3495,3101
4171,1219
492,3571
3850,3850
1804,5086
5352,5383
1274,3242
