521,817
702,1248
654,1838
683,2726
221,1929
267,4672
1386,547
1284,1880
1054,1954
998,2668
921,2750
885,2658
1178,1505
1035,3920
1621,1545
1889,2288
2008,2705
1773,3976
1746,3511
1946,3562
2046,5104
2218,5518
2482,888
3074,2513
2922,2714
2387,5280
3313,966
3457,2172
4112,625
4225,3507
4251,3650
4325,4091
4605,5405
5079,1322
4853,3454
4821,3132
4842,3984
5633,1226
351,1091
255,1178
678,1419
1350,1006
1297,2128
1512,5075
1574,1478
1588,1281
2372,2095
2389,2771
3793,2376
3815,3037
3354,5462
3662,4829
5198,3563
5117,3815
5415,5305
5146,5358
1430,65
71,2429
418,13
5320,4644
