643,979
637,735
812,765
598,2690
820,3420
414,3807
448,5331
529,5350
693,5094
1303,281
1041,2744
1195,3071
1042,4667
2345,3866
2249,3364
1996,4495
1790,4761
2734,5112
2647,5366
3262,808
3451,475
3636,500
3537,4113
3345,4333
3471,4658
4206,855
4348,835
4073,957
4365,1125
4129,1975
4192,3648
4092,4328
4616,4273
4919,3939
5002,4007
5019,3294
4877,3189
5364,5251
5634,1473
5542,2881
5472,4184
5510,5142
395,2787
583,4144
928,4648
912,4731
1932,1995
1890,1714
1616,3444
2303,4198
2030,5263
4641,1476
4188,5452
4880,2060
5121,2307
5259,3375
5296,3416
5259,1177
3858,228
262,2954
3250,20
4514,4517
58,474
4503,4887
2130,21
