489,1408
153,980
47,1074
388,2520
110,3497
1357,392
1496,1607
1284,2481
1109,869
1253,3523
944,3746
1401,4680
1027,5315
2051,1597
2271,4120
2888,2526
2699,3116
3041,3732
2644,3518
2502,3130
2712,3809
2510,4322
2865,5498
3159,3054
3447,5371
4379,1736
4056,3298
4406,4066
4124,5007
4179,3835
5361,4334
792,1201
130,1645
568,2645
40,4855
96,4483
911,3538
1039,4503
1579,5479
2142,1254
2166,1518
1652,1461
2118,5060
2408,4291
3145,65
3616,1831
3357,2831
3856,2918
3500,3432
3680,4789
3264,5186
4370,5021
4011,5372
5065,2486
5508,2833
1412,541
2171,2129
2822,164
3721,2281
2958,3954
1861,1088
4872,3778
