535,1075
642,1720
663,2827
742,4944
531,5400
108,4838
1585,1479
829,589
1570,916
957,2033
1297,2070
997,2705
1191,3671
1046,3465
1502,3234
1375,3288
1595,4063
1333,3990
2138,1067
1866,1895
2144,3727
2186,4981
2281,4945
2301,5002
1817,5520
2973,1106
2782,4186
3529,3876
3422,3810
3342,3158
3572,4504
3191,4824
3305,5029
4108,2261
4304,5437
3933,4288
4611,5438
4506,5491
4262,4550
5073,239
4999,1014
5216,2268
4766,5384
423,1931
272,3230
697,4078
582,4160
152,5570
1481,4508
871,5095
2230,484
2074,5215
1545,5384
2653,4383
2602,4262
3591,3458
3527,4222
4249,4977
4784,789
5134,2228
4907,3158
5615,777
5370,978
1670,2498
3247,3898
2324,3392
3561,2623
1989,4889
3389,880
896,2769
4590,57
1409,4653
2337,3212
4036,180
2016,154
1084,5096
4511,2791
2839,120
2784,5036
5096,2246
2557,3279
5463,330
3665,3418
5550,2107
5437,1612
3701,3567
1956,5179
710,2708
258,1594
4112,4397
2985,2216
940,3707
3698,2591
3897,4576
3754,5462
3034,4301
511,1917
5152,4067
2642,846
4615,2343
1589,5290
955,2990
2688,5038
692,4165
3479,933
623,4576
4011,3305
5289,645
2130,4019
