190,561
401,714
759,1206
147,466
205,327
405,2127
287,1685
229,3849
610,4242
1011,3949
360,4666
1213,1151
1499,4392
1368,4152
1237,4093
1082,3614
1662,1131
2255,270
1874,2548
1918,1709
2012,4939
2271,5174
2145,5237
2137,4332
2421,334
3006,1898
3007,1556
2592,3624
2407,3499
2723,3915
2839,4045
2454,4232
2425,3051
2559,5031
2492,5108
2941,4520
2616,4539
3655,439
3760,2544
3193,1975
3343,2609
3745,2890
3643,4279
3228,4223
3920,640
3939,282
4117,1446
4069,1556
4493,2002
4504,2461
4318,4324
4432,4381
4453,4301
3946,3281
4151,3042
3939,5401
5129,238
5290,1930
5310,2567
5316,2650
4649,2859
5285,3174
5041,5017
4971,4461
5387,4353
5204,4677
5245,5341
5538,4621
5637,5269
5307,4885
744,1015
525,1065
379,1456
138,2841
575,3461
1341,394
1330,1686
1085,5065
1636,619
2103,4866
2276,5490
3106,2590
2416,3858
4549,890
4256,5429
2101,820
4999,1992
4747,4124
3745,1722
2901,4550
3011,1242
2358,4397
1402,2250
4437,4802
5445,2769
1380,1265
1216,733
5181,2400
225,4097
1540,5084
5098,2162
5550,2342
2386,4561
5166,1390
2797,2448
487,120
4635,3969
5551,862
