748,830
103,1051
716,1614
507,2576
576,2847
601,4352
1532,576
880,379
966,2895
1187,4316
2320,449
2032,3157
1767,5181
2759,1231
3032,1214
2837,584
2982,2929
2936,1590
2518,2815
2902,4323
2700,3430
2559,3378
2956,4107
3643,1433
3709,1326
3660,748
3691,840
3829,195
3759,1777
3413,2104
3712,2163
3601,2292
3155,2932
3643,3248
3531,3270
3550,3059
3655,3183
3857,3471
3392,5268
3623,5036
4066,605
3913,789
4394,796
4167,1813
4594,2302
4491,3607
3989,4087
4440,4973
5251,1151
4937,1123
4668,5572
5536,3037
5578,3916
5609,4591
5406,4502
5425,4871
2383,303
2525,622
2093,1841
1742,1877
1647,3544
2798,5008
4087,5278
4791,3762
5051,3650
5113,3957
5305,2035
5158,5517
2884,3168
4877,2130
1820,2958
3549,671
5268,3248
4181,1895
865,4870
5481,3174
3413,691
1409,2555
5089,4226
4246,2321
5549,3243
3203,2431
3438,3773
5360,2888
3543,40
4819,775
3801,1860
3531,1178
4157,5049
868,5288
182,4582
5161,939
3307,3705
1296,2862
4319,1010
769,1004
2607,1138
2910,180
2842,2778
