180,611
367,1261
562,4749
1454,1626
2137,192
2107,3260
1731,3025
1929,5035
2779,1160
2544,1504
2474,1510
3441,2118
3620,2637
3423,3631
3634,3200
3343,2955
3756,3959
3182,4107
3275,4612
4441,292
4304,727
4154,1071
4402,1180
4497,2639
4397,1832
4525,1860
3990,2422
4376,3400
4009,3060
4262,4733
4162,4943
5068,641
4932,989
4899,2161
5490,1844
5457,4917
579,1844
558,3162
1217,2139
972,1938
1100,4625
1350,4545
2733,426
2854,5227
3378,923
3865,1905
3732,1723
4354,3668
4604,3373
5235,3440
1303,955
2893,637
3340,5311
5409,2853
3460,2188
4636,512
3288,1858
2058,1968
4614,275
3681,869
2373,688
