482,1130
745,1370
715,1442
142,1967
166,3377
242,5085
240,4515
1525,134
1503,333
1584,1948
1158,2512
1451,4882
1354,4234
2084,66
1732,1919
1912,2850
2314,3203
2043,3077
2136,5106
2756,666
2676,4153
2829,3619
2692,3153
3133,3326
3573,1312
3321,775
3836,2488
3326,1986
3600,2183
3454,4824
4260,713
4015,678
4511,255
4557,2343
5344,747
4803,2054
5464,3129
5080,3087
4944,3170
4918,3041
4813,3350
4665,4296
4996,4465
4939,4793
5523,2988
435,1935
394,1886
716,1748
606,4999
1788,684
1846,1375
2257,3223
2051,4240
1991,4207
2569,755
2363,1921
3793,79
4329,1838
3482,4209
4924,57
3720,4166
5232,4690
1914,77
